,P&R Ball Handler,Spot-Up,Transition,ISO,Post-Up,P&R Roll Man,Cut,Offensive Rebound,Off Screen,Hand Off,Total
Ante Tomic,0,36,62,7,1117,664,507,478,4,0,2875
Rudy Fernandez,645,512,215,160,30,3,58,138,404,116,2281
Kostas Papanikolau,52,114,48,16,10,0,32,33,16,4,325
Juan Carlos Navarro,1004,212,106,47,0,2,2,25,281,64,1743
Bostjan Nachbar,83,490,120,119,101,63,70,72,112,7,1237
Nikola Mirotic,5,150,82,51,197,54,57,84,61,2,743
Tremmell Darden,97,324,148,70,130,16,98,107,54,16,1060
Marcelinho Huertas,2026,316,136,116,0,1,48,96,28,54,2821
Ioannis Bourousis,0,156,54,16,774,216,113,201,5,1,1536
Sergio Llull,2341,467,568,238,12,2,26,45,201,104,4004
Jaycee Carroll,157,538,292,43,5,3,123,117,950,79,2307
Brad Oleson,860,381,127,55,1,0,31,81,243,59,1838
Maciej Lampe,0,112,50,14,281,151,122,133,7,1,871
Salah Mejri,0,17,26,3,56,73,90,87,0,0,352
Victor Sada,385,83,59,52,12,0,45,66,1,8,711
Sergio Rodriguez,2210,392,320,333,19,1,27,52,136,66,3556
Joey Dorsey,0,12,47,9,142,133,126,213,2,0,684
Felipe Reyes,1,206,124,34,681,175,394,460,17,2,2094
Alejandro Abrines,207,269,92,22,0,2,39,58,191,22,902
Erazem Lorbek,0,60,4,0,93,30,45,20,0,0,252
Daniel Diez,44,519,153,5,60,10,172,203,76,10,1252
Marcus Slaughter,1,9,61,5,72,188,188,208,1,0,733
Oliver Lafayette,644,189,104,158,3,0,11,28,24,24,1185
Sam Van Rossom,574,160,88,86,4,0,23,40,24,34,1033
Pau Ribas,1255,378,181,77,0,0,54,63,119,73,2200
Justin Doellman,15,557,186,68,209,181,172,165,133,3,1689
Serhiy Lishchuk,0,43,8,9,117,87,99,90,2,0,455
Vladimir Lucic,100,530,223,56,159,31,227,154,74,35,1589
Jose Triguero,0,1,4,0,20,27,27,24,0,0,103
Rafael Martinez,816,349,159,58,2,1,21,30,123,79,1638
Romain Sato,68,434,97,40,223,21,65,166,49,46,1209
Vladimir Stimac,0,48,66,11,851,394,341,604,3,1,2319
Jayson Granger,2091,312,255,430,97,1,21,63,38,61,3369
Carlos Suarez,53,581,92,45,334,58,119,313,60,14,1669
Ryan Toolson,1511,432,329,187,2,1,37,59,415,149,3122
Fran Vazquez,2,245,59,10,209,388,250,322,8,3,1496
Earl Calloway,1605,410,283,381,4,0,22,115,57,40,2917
Txemi Urtasun,522,185,98,70,3,1,18,26,109,40,1072
Nik Caner-Medley,15,477,225,217,212,148,172,246,104,9,1825
Mindaugas Kuzminskas,126,343,173,79,310,29,122,206,86,32,1506
Rafael Hettsheimeir,0,74,15,1,85,57,23,42,7,1,305
Domantas Sabonis,0,25,19,4,18,17,18,28,4,0,133
Jacob Pullen,970,195,244,283,9,0,11,23,143,61,1939
Sergi Vidal,1091,431,190,107,47,1,43,92,112,51,2165
Pablo Aguilar,19,520,148,31,123,124,133,212,44,6,1360
Ben Hansbrough,339,117,46,26,2,1,11,12,26,14,594
Walter Tavares,1,15,42,0,156,258,291,388,0,0,1151
Brad Newley,717,773,517,181,101,2,129,187,111,78,2796
Tomas Bellas,2245,393,317,227,3,0,24,76,52,82,3419
Eulis Baez,37,569,156,159,462,204,207,315,49,12,2170
Javier Beiran,570,542,187,70,375,3,199,261,75,27,2309
Jeleel Akindele,1,15,16,3,335,66,121,120,2,0,679
Albert Oliver,1759,340,174,197,128,0,61,130,30,63,2882
Nacho Martin,33,506,114,150,280,112,197,175,76,6,1649
Tomas Satoransky,851,226,186,128,92,0,110,68,27,31,1719
Marcus Landry,57,264,106,180,83,84,59,81,77,8,999
Ondrej Balvin,1,30,55,2,333,376,310,433,4,0,1544
Scott Bamforth,923,405,247,131,0,1,48,77,287,50,2169
Kaspars Porzingis,3,52,29,13,17,27,61,36,13,2,253
Alex Urtasun,859,400,179,95,3,0,30,65,155,59,1845
Guillermo Hernangomez,1,33,47,13,193,160,164,177,1,0,789
Nikola Radicevic,1085,226,169,91,41,1,34,23,17,30,1717
Marcos Mata,71,109,39,38,25,7,10,26,48,13,386
Michael Roll,1143,331,174,152,90,1,66,104,251,64,2376
Viktor Sanikidze,38,236,101,52,78,60,85,103,25,5,783
Pere Tomas,99,434,181,67,162,8,127,232,59,16,1385
Jonathan Tabu,1559,332,239,203,1,2,34,70,106,44,2590
Chinemelu Elonu,0,43,59,12,200,246,219,257,3,1,1040
Joseph Jones,2,72,16,4,174,115,140,94,1,0,618
Damjan Rudez,20,259,74,23,95,65,22,25,60,9,652
Pedro Llompart,1429,209,80,86,0,0,5,23,20,50,1902
Javier Marin,7,6,4,3,0,0,0,1,1,1,23
Jon Stefansson,218,171,104,53,12,0,21,22,93,22,716
Bojan Dubljevic,2,338,100,15,1150,535,280,412,25,2,2859
Thomas Huertel,681,61,65,82,0,0,6,24,10,9,938
Andres Nocioni,16,474,136,75,110,57,42,48,141,3,1102
Tibor Pleiss,0,68,44,1,368,307,265,261,1,3,1318
Fernando San Emeterio,731,637,283,156,255,3,84,114,131,41,2435
Fabien Causeur,987,531,313,96,3,0,89,102,151,81,2353
Lamont Hamilton,6,226,37,75,200,155,60,90,22,1,872
Adam Hanga,572,479,383,136,61,3,190,157,65,43,2089
Alex Renfroe,1846,375,374,242,1,1,73,171,51,79,3213
Albert Fontet,1,2,6,1,26,16,17,32,0,0,101
Josep Franch,434,128,83,67,2,0,13,34,22,24,807
Beka Burjanadze,5,235,89,22,92,70,42,91,35,4,685
Joan Sastre Morrow,59,61,38,11,1,0,7,12,38,4,231
Larry Abia,1,1,4,0,0,0,3,0,0,0,9
Jose Salvador Arco,151,171,55,19,1,0,17,19,86,42,561
Max Kouguere,123,457,141,63,44,7,137,126,84,13,1195
Alex Hernandez,493,118,54,71,1,0,18,21,13,19,808
Lucas Sikma,2,176,80,80,169,107,225,206,13,1,1059
Oliver Arteaga,0,9,5,1,45,29,33,67,0,0,189
Marcus Eriksson,407,413,135,45,11,1,20,46,286,97,1461
Diego Fajardo,0,23,19,5,28,15,39,24,0,0,153
Nicolas Richotti,1117,384,245,199,1,0,64,65,161,70,2306
Levi Rost,13,141,51,6,69,4,33,32,71,5,425
Ricardo Uriz,747,163,107,65,1,0,18,56,19,37,1213
Josh Asselin,0,51,5,2,41,57,21,33,5,0,215
Haralampos Giannopoulos,240,379,138,89,53,12,44,72,166,32,1225
Saul Blanco,151,132,66,43,29,0,45,43,136,26,671
Johan Kody,1,6,1,1,2,3,4,8,0,1,27
Jesus Chagoyen,1,43,8,12,66,17,37,52,3,1,240
Marko Ljubicic,1391,192,174,326,19,1,7,37,18,49,2214
Joan Carles Bivia,134,41,31,21,1,0,14,14,4,14,274
Fotios Lampropoulos,0,79,30,4,43,47,63,44,3,1,314
Carl English,245,144,94,102,20,2,14,30,141,44,836
Nil Sabata,0,3,0,2,0,0,0,0,1,0,6
Joan Creus,163,32,12,20,0,0,5,11,6,2,251
Carlos Cabezas,825,222,122,92,25,2,17,41,49,41,1436
Andy Panko,77,379,128,224,473,95,66,121,174,11,1748
Moussa Diagne,2,39,51,9,76,317,237,324,2,0,1057
James Feldeine,921,363,214,171,5,0,38,33,225,31,2001
Javier Vega,8,300,65,30,55,48,33,88,22,3,652
Eloy Vargas,0,20,18,15,85,58,110,85,0,0,391
Leo Mainoldi,0,78,18,0,11,7,8,11,11,0,144
Ivan Paunic,373,374,199,163,52,5,91,64,95,30,1446
Ilimane Diop,0,73,35,8,82,253,190,184,1,0,826
Daniel Perez,862,250,94,78,0,0,11,39,11,30,1375
Marcus Arnold,0,28,7,5,51,34,59,54,0,0,238
David Jelinek,614,417,259,76,0,1,42,62,325,44,1840
Jose Maria Gonzalez,0,3,13,0,18,71,64,122,0,0,291
Roman Montanez,154,88,35,18,0,0,3,9,21,6,334
Boubacar Moungoro,0,4,1,0,0,0,0,2,2,0,9
Will Hanley,3,138,82,5,50,84,141,135,4,1,643
Federico van Lacke,648,195,101,50,4,0,38,44,93,17,1190
David Doblas,0,57,12,10,785,197,212,181,1,1,1456
Uros Slokar,0,107,11,2,136,106,88,94,7,0,551
Raulzinho Neto,523,97,110,98,3,0,17,32,25,18,923
Marko Banic,3,166,80,17,205,188,294,156,11,1,1121
Jason Robinson,293,177,79,83,85,8,17,35,163,10,950
Joaquim Colom,2470,350,238,284,1,0,31,80,38,57,3549
Anthony Winchester,7,66,11,6,0,0,17,11,113,2,233
Goran Huskic,0,102,64,31,256,158,153,158,8,2,932
Javier Salgado,1355,224,73,184,1,1,4,36,108,27,2013
Kyle Kuric,508,480,258,126,5,1,86,124,645,124,2357
Lucas Nogueira,0,17,4,0,16,27,35,38,0,0,137
Dejan Ivanov,1,150,41,19,304,114,84,189,9,2,913
Andres Miso,328,110,34,36,13,0,22,15,55,15,628
Xavier Rabaseda,239,587,270,33,16,3,76,126,73,21,1444
Julen Olaizola,0,15,10,1,13,61,55,63,0,1,219
Mikel Motos,18,44,16,4,0,0,5,16,5,1,109
Jaime Fernandez,1758,445,254,195,0,2,42,86,92,88,2962
Francisco Guerra,0,8,4,0,12,13,10,12,0,0,59
Guille Rubio,1,41,9,13,31,9,38,40,2,1,185
Xavi Assalit,4,0,0,2,0,0,0,0,0,0,6
Mario Hezonja,114,106,37,24,10,0,28,15,27,4,365
Albert Miralles,1,60,44,20,233,209,210,207,1,0,985
Tariq Kirksay,241,303,112,33,145,4,39,78,37,15,1007
Guillem Vives,1554,464,173,104,8,0,51,77,22,51,2504
John Shurna,25,690,172,34,48,110,112,176,197,2,1566
Devoe Joseph,389,126,88,105,5,0,15,43,63,24,858
Sitapha Savane,0,35,41,2,285,277,253,190,0,0,1083
Nacho Llovet,5,239,58,38,317,178,265,263,23,3,1389
Nik Cochran,81,60,12,13,0,0,4,8,2,2,182
Ksystof Lavrinovic,0,22,7,2,17,19,18,12,0,0,97
Alejandro Barrera,81,202,90,19,0,1,58,31,85,11,578
Albert Ventura,399,479,171,53,4,4,102,142,52,18,1424
Djordje Drenovac,396,501,210,153,175,16,107,99,68,45,1770
Ivan Martinez,12,66,24,3,0,0,10,19,8,5,147
Antonio Izquierdo,2,5,1,2,0,0,0,1,0,0,11
Lamont Mack,20,124,26,79,19,37,7,9,28,0,349
Dimitris Haritopoulos,1,111,47,54,221,168,146,131,2,0,881
Armon Johnson,118,9,17,36,1,0,2,4,2,0,189
Danilo Andjusic,601,262,197,183,7,1,56,49,245,155,1756
Hector Manzano,0,7,3,0,3,8,3,5,0,0,29
Jose Pozas,1026,183,112,96,1,0,13,44,36,64,1575
Omari Johnson,4,95,46,16,9,26,54,78,61,1,390
Oscar Alvarado,26,6,6,2,0,0,0,1,0,0,41
Sasa Borovnjak,0,1,1,1,8,6,6,4,0,0,27
Fabio Santana,71,34,21,11,0,0,3,4,0,9,153
Ricardo Guillen,0,12,4,1,27,13,16,7,4,0,84
Alex Mumbru,120,635,188,204,902,77,137,108,288,49,2708
Alberto Corbacho,128,247,92,30,5,0,16,39,575,79,1211
Dairis Bertans,631,357,162,77,0,4,34,37,304,33,1639
Mario Delas,0,141,42,15,175,59,116,90,19,1,658
German Gabriel,0,125,14,9,261,52,47,43,6,0,557
Rafa Luz,346,102,73,54,1,0,22,36,12,20,666
Pavel Pumprla,75,160,100,100,49,3,82,74,36,23,702
Damir Markota,5,507,169,86,192,131,196,220,126,36,1668
Alberto Diaz,800,423,99,49,0,0,13,113,33,24,1554
Axel Hervelle,2,399,81,32,80,81,138,223,48,3,1087
Vasilis Xanthopoulos,447,129,26,38,0,0,9,28,9,15,701
Benjamin Dewar,137,209,61,14,4,0,38,39,169,33,704
Mamadou Samb,0,6,3,0,4,6,11,10,0,0,40
Travis Peterson,10,251,144,19,195,124,73,112,64,1,993
Fran Pilepic,110,251,93,36,1,0,9,25,171,20,716
Kaspars Berzins,5,195,66,42,138,175,122,124,20,3,890
Durand Scott,52,52,41,45,4,1,12,19,25,5,256
Zoran Vrkic,99,177,82,53,65,0,47,60,48,10,641
Augusto Cesar Lima,1,73,52,16,196,224,252,259,4,1,1078
Nemanja Radovic,5,435,237,46,566,194,356,382,52,5,2278
Thomas Kelati,232,163,54,78,8,3,10,32,68,26,674
Scott Wood,204,388,135,24,3,0,39,31,423,70,1317
Rodrigo San Miguel,1493,546,222,117,1,1,11,82,22,37,2532
Dwayne Davis,224,158,154,111,52,0,44,52,64,22,881
Kim Tillie,4,508,155,43,183,216,184,288,30,1,1612
Victor Arteaga,0,27,60,0,107,177,149,174,5,4,703
Miquel Servera,29,10,5,6,0,0,2,2,0,4,58
Macram Ben Romdhane,2,77,25,21,25,16,22,44,8,0,240
Jose Angel Antelo,4,407,42,113,314,107,62,165,60,5,1279
Juan Ballesta,0,0,0,0,0,0,0,0,1,0,1
Marko Todorovic,2,68,49,31,472,263,230,309,3,2,1429
Santiago Yusta,71,235,109,71,3,0,52,53,82,28,704
Rasmus Larsen,0,75,5,3,23,34,22,33,5,0,200
Pablo Perez,8,3,5,0,0,0,0,0,1,0,17
Daniel Kickert,36,457,191,158,571,270,154,154,109,11,2111
Raul Lopez,776,156,49,93,3,1,16,24,41,15,1174
Jaime Heras,38,57,14,4,0,0,2,3,13,5,136
Ehimen Orukpe,0,0,0,0,2,2,2,10,0,0,16
Micky Stobart,0,3,0,2,9,2,9,8,1,0,34
Albert Homs,2,1,1,1,1,0,1,0,1,0,8
Hordur Vilhjalmsson,531,171,70,92,6,0,18,25,10,28,951
Roland Smits,0,1,0,0,0,0,0,0,0,0,1
Jon Cortaberria,33,51,7,9,2,3,9,11,23,3,151
Giuseppe Poeta,301,59,33,48,0,0,2,14,3,13,473
Henk Norel,0,22,49,2,607,202,236,278,5,1,1402
Berni Rodriguez,716,221,82,35,2,1,29,35,74,41,1236
Roger Grimau,210,91,57,69,139,0,62,61,19,9,717
Sergio Sanchez,82,29,8,5,0,0,1,4,2,5,136
Zoran Dragic,295,303,282,90,5,0,100,78,77,44,1274
Maodo Malick Nguirane,0,0,0,0,0,0,3,3,0,0,6
Alberto Martin,30,12,6,8,0,0,0,2,1,1,60
Joan Pardina,8,48,9,1,1,1,4,11,4,2,89
Charles Ramsdell,0,129,10,5,22,37,23,39,43,0,308
Darryl Monroe,0,53,37,36,159,63,57,65,9,0,479
Ian O'Leary,47,324,123,40,100,40,237,249,8,12,1180
Ben Mccauley,0,7,1,3,13,2,1,3,1,0,31
Dontaye Draper,358,176,69,99,1,0,8,25,17,16,769
Alejandro Suarez,2,159,22,6,5,23,23,28,11,1,280
Vernon Goodridge,0,4,2,0,13,12,19,26,0,0,76
Devon Van Oostrum,23,4,2,3,0,0,0,0,1,0,33
Marcos Suka-Umu,62,31,18,41,16,0,7,10,13,5,203
Juan Hernangomez,1,31,7,1,5,2,12,25,0,0,84
Juan Gutierrez,1,44,2,0,30,17,8,12,2,0,116
Sergio Sanchez Perez,0,1,0,1,0,0,0,2,0,0,4
Nedzad Sinanovic,1,8,2,9,38,20,26,37,0,0,141
Antanas Kavaliauskas,1,7,8,2,42,18,35,35,0,0,148
Sergi Garcia,462,135,75,33,0,0,12,41,19,11,788
Lubos Barton,1,64,14,0,3,8,5,17,0,1,113
Xavier Rey,1,28,11,3,79,76,86,72,0,0,356
Jonathan Barreiro,25,216,96,20,48,4,39,90,27,8,573
Dejan Todorovic,275,297,121,108,22,3,39,64,99,17,1045
Nikola Cvetinovic,0,13,17,8,20,7,19,8,6,1,99
Jason Rowe,161,25,24,46,0,0,5,5,4,8,278
Lamar Odom,0,1,1,3,3,3,0,1,0,0,12
Alberto Abalde,493,326,132,156,75,2,97,130,68,36,1515
Giorgi Shermadini,1,25,88,3,857,359,329,309,9,0,1980
Pete Mickeal,1,28,10,14,8,0,3,3,11,0,78
Mike Muscala,0,23,12,9,82,29,71,57,1,0,284
Oriol Junyent,0,14,5,2,66,12,43,27,3,1,173
Lazaros Papadopoulos,0,0,0,0,11,1,3,0,0,0,15
Walter Hodge,1031,170,188,205,0,0,25,26,49,53,1747
Dario Brizuela,758,289,190,121,2,1,31,38,90,46,1566
Blagota Sekulic,8,237,92,98,513,277,277,287,13,3,1805
Jordi Grimau,294,271,103,57,62,0,82,46,75,19,1009
Rafael Freire,254,60,49,76,2,0,14,19,12,21,507
Anaterve Cruz,2,2,2,0,0,0,0,0,0,0,6
Melvin Sanders,0,5,6,1,4,0,3,0,7,2,28
Mareks Mejeris,17,336,136,21,297,118,216,346,27,6,1520
Carlos Toledo,0,3,0,0,0,0,0,1,0,0,4
Joonas Caven,0,7,1,2,0,0,0,2,3,0,15
Unidentifiable Player,18,0,3,3,5,1,0,1,1,0,32
M Gonzalez,0,0,0,0,0,0,0,1,0,0,1
Dominic Waters,1670,234,186,333,1,1,27,36,49,73,2610
Nick Minnerath,1,131,76,28,98,45,69,40,46,7,541
Edgar Vicedo,51,258,77,6,7,6,83,85,28,6,607
Tono Tirado,0,1,0,0,0,0,0,0,0,0,1
Milko Bjelica,2,412,138,65,480,231,130,192,54,1,1705
Drew Viney,1,6,3,5,9,1,2,3,5,3,38
Agusti Sans,8,3,0,0,0,0,2,0,0,1,14
Inaki Sanz,3,3,2,2,0,0,0,1,0,1,12
Latavious Williams,0,28,98,4,76,227,268,330,0,3,1034
Oleksiy Pecherov,0,35,9,0,44,43,12,21,5,0,169
Rimantas Kaukenas,6,12,5,0,0,0,0,1,4,0,28
Jackie Carmichael,2,48,65,13,204,171,150,133,1,1,788
Akeem Wright,11,18,14,17,18,1,2,5,4,1,91
Adrian Laso,0,1,1,0,1,1,3,0,0,0,7
Juan Toledo,0,1,0,0,0,0,0,0,0,0,1
Panagiotis Vasilopoulos,60,430,124,80,284,75,111,122,62,16,1364
Van Oostrum,34,6,3,4,0,0,0,0,1,0,48
Ian Oleary,3,3,2,2,2,0,6,3,0,0,21
Guillermo Corrales,0,1,1,0,0,0,0,0,0,0,2
Luis Conde,0,2,1,0,0,0,0,0,0,0,3
Antonio Porta,13,3,0,6,1,0,0,0,1,1,25
Marcos SukaUmu,4,0,1,2,0,0,0,0,0,0,7
Hordur Axel Vilhjalmsson,4,1,3,1,0,0,0,0,0,1,10
Juanjo Triguero,0,0,0,0,0,1,0,0,0,0,1
Daniel Clark,5,448,77,22,269,199,79,148,56,15,1318
Baris Hersek,3,315,68,18,66,65,87,81,19,0,722
Christos Tapoutos,7,179,76,47,165,52,59,25,38,7,655
Soner Senturk,176,110,74,33,4,1,21,76,2,8,505
Torin Francis,0,6,19,8,104,123,45,65,2,0,372
Darius Washington,543,93,183,191,38,0,22,84,34,38,1226
Mutlu Demir,0,40,10,8,129,34,37,41,1,1,301
Erol Can Cinko,211,300,113,24,0,1,16,55,78,39,837
Bobby Dixon,2163,537,276,274,0,2,21,126,159,115,3673
Jon Diebler,353,475,196,123,10,1,40,99,301,50,1648
Can Altintig,671,274,153,143,14,0,21,52,18,22,1368
Berkay Sahillioglu,51,36,4,2,0,0,0,8,0,0,101
Leo Lyons,16,62,19,23,39,10,12,24,6,1,212
Esteban Batista,0,11,49,18,397,101,132,173,1,0,882
Yunus Sonsirma,287,156,69,33,0,0,12,47,6,10,620
Baris Guney,635,76,18,24,0,0,0,8,4,15,780
Inanc Koc,14,91,14,3,13,6,21,41,4,0,207
Ufuk Gurgen,0,6,0,5,7,29,5,20,1,0,73
Caner Ercan,0,64,5,1,35,28,12,20,8,0,173
Mert Celep,2,75,18,10,10,8,17,28,4,0,172
Gustavo Ayon,2,53,120,29,438,315,395,312,1,0,1665
K.C. Rivers,370,282,119,127,93,3,55,64,191,19,1323
Edwin Jackson,935,346,229,262,49,0,41,65,158,33,2118
Deshaun Thomas,7,195,117,42,225,25,91,117,32,2,853
Jonas Maciulis,19,488,131,29,357,28,132,173,49,3,1409
Will Thomas,3,436,116,72,616,140,219,316,21,2,1941
Vladimir Golubovic,0,14,37,5,399,232,206,220,0,0,1113
Stefan Markovic,1274,352,205,142,65,0,28,86,21,31,2204
Caleb Green,18,428,308,84,318,131,86,134,111,8,1626
Kostas Vasiliadis,182,298,139,28,3,0,18,47,295,51,1061
Luke Harangody,7,548,192,17,94,88,172,245,56,8,1427
Nemanja Nedovic,1172,361,271,220,1,1,48,36,236,71,2417
Kresimir Loncar,0,180,57,9,554,283,157,148,10,4,1402
Mike James,1501,237,310,362,53,1,28,71,48,45,2656
Colton Iverson,1,20,50,6,437,315,259,322,3,0,1413
Mirza Begic,1,8,21,8,527,158,133,164,2,0,1022
Scotty Hopson,302,161,126,129,61,1,47,57,29,40,953
Darius Adams,912,238,296,257,2,0,24,41,65,56,1891
Tornike Shengelia,15,533,275,139,577,143,250,208,63,8,2211
Ethan Wragge,1,114,33,1,0,19,7,16,28,1,220
Sasu Salin,443,567,206,45,2,2,47,114,464,88,1978
Aleksandar Maric,0,12,14,0,125,69,55,86,0,0,361
Luca Vitali,558,91,31,14,16,0,7,21,9,18,765
Demond Mallet,510,185,92,51,2,0,20,23,89,58,1030
Goran Suton,3,515,133,47,221,352,197,305,47,2,1822
Clevin Hannah,1750,246,217,203,0,1,13,40,109,62,2641
Oriol Pauli,347,176,113,45,5,2,81,52,19,20,860
Luka Doncic,742,171,168,108,89,2,38,98,44,28,1488
Mouhamed Barro,0,1,5,0,10,44,35,36,0,0,131
Joaquin Portugues,2,0,1,0,0,0,0,0,0,0,3
Joao Gomes,70,374,113,57,97,4,46,91,129,13,994
David Navarro,915,203,208,123,1,0,54,67,89,39,1699
Nathan Jawai,0,15,55,8,1029,142,219,197,0,1,1666
Luka Bogdanovic,20,463,117,57,103,76,72,88,233,13,1242
Giorgios Bogris,0,26,4,0,63,74,70,32,0,0,269
Vojdan Stojanovski,1166,436,199,160,4,2,79,118,124,64,2352
Thomas Schreiner,1149,253,77,62,1,0,12,37,53,43,1687
Marc Blanch,17,31,20,5,0,0,7,8,15,6,109
Jordi Trias,1,27,12,5,17,39,63,49,0,1,214
Shaun Green,2,113,25,8,12,19,11,26,21,1,238
Guillem Colom,50,34,10,5,0,0,4,6,3,2,114
D.J. Seeley,562,232,159,45,7,0,52,73,75,35,1240
Zeljko Sakic,9,229,140,83,206,70,69,113,25,3,947
Alfonso Sanchez,241,201,65,27,3,0,18,37,30,7,629
Davin White,1274,253,142,253,1,3,19,32,63,47,2087
Hasan Rizvic,0,16,7,0,48,59,73,59,0,0,262
Isaac Fotu,1,244,96,18,417,271,263,282,25,5,1622
Marius Grigonis,534,309,116,88,39,4,35,70,138,68,1401
Facundo Campazzo,2133,318,304,139,0,1,18,54,63,77,3107
Jared Jordan,2224,333,180,146,4,1,62,111,48,35,3144
Rafael Huertas,22,29,5,2,0,0,1,2,5,1,67
Joan Sastre,572,435,220,30,1,1,67,111,133,32,1602
Rasko Katic,0,24,21,8,292,67,71,78,2,0,563
Stevan Jelovac,4,621,134,99,682,286,189,210,86,15,2326
Chris Goulding,1175,651,403,410,34,15,64,75,509,200,3536
Thomas Abercrombie,256,704,304,140,28,11,127,243,394,197,2404
Ioann Iarochevitch,0,105,9,3,14,35,24,22,10,2,224
Kevin Lisch,876,328,219,241,38,2,91,75,118,81,2069
Kristaps Porzingis,4,68,18,13,39,44,82,54,52,1,375
Ben Woodside,642,115,60,87,1,1,6,23,15,12,962
Kirk Penney,426,311,197,150,53,3,85,68,437,140,1870
Pierre Oriola,3,267,127,13,112,334,297,278,29,2,1462
Derrick Byars,45,90,35,10,3,2,28,27,26,12,278
Borja Mendia,1,20,8,0,0,2,6,8,1,0,46
Morayoninuoluwa Soluade,9,6,1,2,0,0,0,0,0,0,18
Sadiel Rojas,39,502,105,24,41,11,73,292,33,26,1146
Gerald Lee,0,1,2,0,12,13,26,27,0,0,81
Stefan Bircevic,5,456,114,30,96,213,172,197,44,4,1331
Diamon Simpson,0,12,46,12,170,172,136,160,2,1,711
Adam Waczynski,352,497,169,87,52,2,70,106,371,70,1776
Rafael Freire Luz,182,39,35,52,2,0,6,14,10,15,355
Maximilian Kleber,9,360,96,45,137,115,124,170,66,2,1124
Juan Triguero,1,16,16,5,95,90,151,169,4,0,547
Daniel Miller,0,5,4,1,20,18,47,22,1,0,118
Keaton Nankivil,4,140,39,14,40,67,73,81,40,4,502
Francisco Cardenas,101,27,8,15,0,0,0,7,1,6,165
Branko Cvetkovic,96,108,30,40,12,2,21,12,37,9,367
Rolands Smits,18,402,142,24,174,23,75,166,40,6,1070
Jorge Sanz,6,8,2,0,0,0,0,7,0,1,24
Josh Mayo,1584,348,226,212,0,1,15,43,105,54,2588
Mamadou Niang,1,1,19,0,12,156,86,104,0,0,379
Xabi Oroz,5,3,2,0,0,0,4,3,0,0,17
Juan Garcia,0,1,0,3,0,0,4,0,0,0,8
Levon Kendall,1,82,39,24,181,95,103,98,4,1,628
Pietro Aradori,457,214,128,115,81,0,46,33,90,23,1187
Ander Martinez,0,2,0,0,0,0,0,1,0,0,3
Tobias Borg,243,160,49,20,0,1,22,38,44,10,587
Vilmantas Dilys,0,2,0,0,0,2,3,0,0,0,7
Wally Niang,0,1,0,0,1,2,1,1,0,0,6
Ludvig Hakanson,1203,206,105,144,0,0,30,41,27,54,1810
Marc Garcia,135,198,78,30,0,3,41,39,78,19,621
DaJuan Summers,17,279,94,52,83,86,78,75,39,7,810
Zoran Nikolic,0,25,28,1,114,146,84,109,3,1,511
Haukur Palsson,184,267,44,19,44,8,29,43,61,22,721
Steven Burtt,912,193,186,168,0,1,26,18,87,52,1643
Mario Little,237,103,46,95,21,0,8,14,48,9,581
Pep Ortega,0,15,2,0,7,4,7,8,1,0,44
Taquan Dean,151,82,54,51,5,0,4,9,78,20,454
Davis Bertans,35,137,33,18,13,10,19,25,143,26,459
Mamadou Diop,0,8,5,0,0,1,1,2,0,0,17
Carlos Martinez,0,1,0,0,0,0,1,0,0,0,2
Tadas Sedekerskis,5,25,10,4,3,1,20,30,3,1,102
Marc Marti,1,14,3,0,5,2,4,7,0,0,36
Mihalis Tsairelis,0,29,7,5,19,2,9,11,5,0,87
Andrew James Ogilvy,0,20,23,18,164,22,63,90,0,0,400
Alberto Cabrera,1,1,1,0,0,0,0,0,0,0,3
Andres Rodriguez,26,11,3,1,0,0,0,2,1,2,46
Nil Angelats,4,1,0,1,0,0,0,0,1,0,7
Kaloyan Ivanov,2,160,54,17,227,77,101,136,3,1,778
Carles Bivia,249,78,38,31,1,0,17,20,7,23,464
Xavier Thames,358,102,42,53,1,1,5,15,24,25,626
Jimmy Baron,484,209,74,44,1,0,17,15,189,47,1080
Sasha Vujacic,122,51,50,34,4,1,7,14,75,12,370
Dane Watts,3,39,8,7,6,4,20,18,5,0,110
Diego Gallardo,2,4,1,0,0,0,0,0,1,0,8
Kenan Karahodzic,0,9,3,1,3,3,4,6,3,0,32
Stefan Peno,341,90,68,36,81,0,45,32,5,14,712
Roman Martinez,11,17,9,5,2,0,4,5,9,1,63
Doron Perkins,367,96,91,118,38,1,40,76,13,6,846
A Rodriguez,18,1,1,1,0,0,0,0,2,1,24
Maodo Nguirane,0,0,1,0,0,1,2,4,0,0,8
Jamar Samuels,0,12,4,4,6,6,8,20,0,0,60
James Nunnally,242,307,136,77,79,3,32,28,95,21,1020
Emmanouil Papamakarios,358,155,60,34,44,1,4,11,45,10,722
Romaric Belemene,8,59,26,2,13,5,16,42,3,1,175
Dwight Buycks,20,7,6,5,0,0,0,1,1,6,46
Orlando Johnson,95,72,38,46,28,0,8,13,9,9,318
D.J. White,0,28,6,6,18,37,16,7,1,0,119
Mike Hall,2,2,1,1,2,1,1,4,0,0,14
I Iarochevitch,1,6,0,0,1,0,1,2,0,0,11
Ryan Gomes,0,4,0,0,0,1,0,0,0,0,5
Trey Thompkins,4,421,71,68,372,140,142,95,61,4,1378
Jeffery Taylor,62,373,150,40,41,4,123,73,36,13,915
